생산일,코드,권역,해수욕장,예측일자,시간,평균기온,기온점수,평균수온,수온점수,최대풍속,풍속점수,최대파고,파고점수,강수량,강수량점수,특보,특보점수,총점수,예보지수
20210710,HS19,남해서부,명사십리해수욕장,20210711,AM,24.5,4,22.5,5,5.7,3,0.2,5,0.0,5,-,5,4.35,좋음
20210710,HS19,남해서부,명사십리해수욕장,20210711,PM,24.8,4,22.9,5,6.9,3,0.2,5,0.0,5,-,5,4.35,좋음
20210710,HS20,제주도,함덕서우봉해수욕장,20210711,AM,26.3,4,25.4,5,10.1,1,0.3,5,3.0,3,-,5,3.00,보통
20210710,HS20,제주도,함덕서우봉해수욕장,20210711,PM,26.7,4,25.9,5,10.1,1,0.3,5,8.5,2,-,5,2.00,나쁨
20210710,HS21,제주도,협재해수욕장,20210711,AM,26.2,4,25.5,5,6.4,3,0.1,5,11.0,1,-,5,1.00,매우나쁨
20210710,HS21,제주도,협재해수욕장,20210711,PM,26.1,4,25.9,5,6.0,3,0.1,5,0.0,5,-,5,4.35,좋음
20210710,HS22,제주도,중문색달해수욕장,20210711,AM,25.7,4,25.3,5,2.9,4,1.1,3,20.7,1,-,5,1.00,매우나쁨
20210710,HS22,제주도,중문색달해수욕장,20210711,PM,25.7,4,26.3,5,5.4,3,1.0,3,17.2,1,-,5,1.00,매우나쁨
20210710,HS23,남해서부,율포해수욕장,20210711,AM,24.4,4,21.3,4,6.4,3,0.1,5,0.0,5,-,5,4.25,좋음
20210710,HS23,남해서부,율포해수욕장,20210711,PM,25.1,4,21.3,4,6.7,3,0.1,5,7.0,2,-,5,2.00,나쁨
20210710,HS24,황해남부,송호해수욕장,20210711,AM,24.5,4,22.1,5,5.9,3,0.2,5,0.0,5,-,5,4.35,좋음
20210710,HS24,황해남부,송호해수욕장,20210711,PM,24.6,4,22.5,5,5.9,3,0.2,5,3.5,3,-,5,3.00,보통
20210710,HS25,제주도,이호테우해수욕장,20210711,AM,31.9,5,25.6,5,8.5,2,0.3,5,6.0,2,-,5,2.00,나쁨
20210710,HS25,제주도,이호테우해수욕장,20210711,PM,30.7,5,26.6,5,8.1,2,0.3,5,7.5,2,-,5,2.00,나쁨
20210710,HS26,제주도,표선해비치해수욕장,20210711,AM,30.1,5,25.2,5,4.6,4,1.0,3,0.0,5,-,5,3.60,보통
20210710,HS26,제주도,표선해비치해수욕장,20210711,PM,28.6,5,25.8,5,2.6,4,1.0,3,5.0,3,-,5,3.00,보통
20210710,HS28,남해동부,구조라해수욕장,20210711,AM,28.3,5,20.9,4,6.5,3,0.2,5,0.0,5,-,5,4.30,좋음
20210710,HS28,남해동부,구조라해수욕장,20210711,PM,27.9,5,21.8,4,7.0,3,0.3,5,0.0,5,-,5,4.30,좋음
20210710,HS29,남해동부,해운대해수욕장,20210711,AM,24.4,4,19.9,3,8.9,2,0.4,5,0.0,5,-,5,3.85,보통
20210710,HS29,남해동부,해운대해수욕장,20210711,PM,24.6,4,21.8,4,9.5,2,0.4,5,0.0,5,-,5,3.95,보통
20210710,HS30,남해동부,광안리해수욕장,20210711,AM,25.1,4,19.9,3,8.2,2,0.2,5,0.0,5,-,5,3.85,보통
20210710,HS30,남해동부,광안리해수욕장,20210711,PM,25.3,4,21.8,4,8.8,2,0.3,5,0.0,5,-,5,3.95,보통
20210710,HS31,남해동부,송도해수욕장,20210711,AM,24.5,4,24.2,5,8.9,2,0.4,5,0.0,5,-,5,4.05,좋음
20210710,HS31,남해동부,송도해수욕장,20210711,PM,24.7,4,23.3,5,9.7,2,0.4,5,0.0,5,-,5,4.05,좋음
20210710,HS32,남해동부,송정해수욕장,20210711,AM,24.9,4,23.3,5,9.0,2,0.4,5,0.0,5,-,5,4.05,좋음
20210710,HS32,남해동부,송정해수욕장,20210711,PM,25.0,4,23.3,5,9.8,2,0.5,4,3.5,3,-,5,3.00,보통
20210710,HS33,남해동부,다대포해수욕장,20210711,AM,25.2,4,22.3,5,9.4,2,0.5,4,0.0,5,-,5,3.50,보통
20210710,HS33,남해동부,다대포해수욕장,20210711,PM,25.4,4,22.1,5,10.0,1,0.6,4,0.0,5,-,5,3.20,보통
20210710,HS34,남해동부,일광해수욕장,20210711,AM,26.2,4,18.4,3,7.7,3,0.1,5,0.0,5,-,5,4.15,좋음
20210710,HS34,남해동부,일광해수욕장,20210711,PM,26.5,4,18.4,3,8.4,2,0.2,5,0.0,5,-,5,3.85,보통
20210710,HS35,동해중부,경포해수욕장,20210711,AM,24.4,4,23.2,5,5.4,3,0.3,5,0.0,5,-,5,4.35,좋음
20210710,HS35,동해중부,경포해수욕장,20210711,PM,24.9,4,24.4,5,5.8,3,0.3,5,0.0,5,-,5,4.35,좋음
20210710,HS36,동해중부,망상해수욕장,20210711,AM,29.8,5,20.3,4,4.0,4,0.3,5,0.0,5,-,5,4.60,좋음
20210710,HS36,동해중부,망상해수욕장,20210711,PM,29.5,5,20.3,4,3.5,4,0.3,5,0.0,5,-,5,4.60,좋음
20210710,HS37,동해중부,속초해수욕장,20210711,AM,24.0,4,19.4,3,4.4,4,0.3,5,0.0,5,-,5,4.45,좋음
20210710,HS37,동해중부,속초해수욕장,20210711,PM,24.5,4,19.4,3,6.4,3,0.3,5,0.0,5,-,5,4.15,좋음
20210710,HS38,동해중부,낙산해수욕장,20210711,AM,24.4,4,21.6,4,4.7,4,0.3,5,0.0,5,-,5,4.55,좋음
20210710,HS38,동해중부,낙산해수욕장,20210711,PM,25.3,4,22.9,5,4.8,4,0.3,5,0.0,5,-,5,4.65,좋음
20210710,HS39,동해남부,영일대해수욕장,20210711,AM,31.3,5,23.5,5,4.4,4,0.1,5,0.0,5,-,5,4.70,매우좋음
20210710,HS39,동해남부,영일대해수욕장,20210711,PM,31.7,5,24.7,5,6.6,3,0.1,5,0.0,5,-,5,4.40,좋음
20210710,HS40,동해남부,월포해수욕장,20210711,AM,24.8,4,21.8,4,2.2,4,0.2,5,0.0,5,-,5,4.55,좋음
20210710,HS40,동해남부,월포해수욕장,20210711,PM,24.6,4,22.8,5,2.0,4,0.3,5,0.0,5,-,5,4.65,좋음
20210710,HS41,동해중부,주문진해수욕장,20210711,AM,24.1,4,22.6,5,4.3,4,0.3,5,0.0,5,-,5,4.65,좋음
20210710,HS41,동해중부,주문진해수욕장,20210711,PM,24.4,4,23.9,5,4.0,4,0.3,5,0.0,5,-,5,4.65,좋음
20210710,HS42,동해남부,고래불해수욕장,20210711,AM,25.1,4,22.3,5,4.5,4,0.3,5,0.0,5,-,5,4.65,좋음
20210710,HS42,동해남부,고래불해수욕장,20210711,PM,25.3,4,23.6,5,5.0,3,0.4,5,3.5,3,-,5,3.00,보통
20210710,HS43,동해중부,화진포해수욕장,20210711,AM,23.7,3,19.4,3,5.0,3,0.3,5,0.0,5,-,5,4.10,좋음
20210710,HS43,동해중부,화진포해수욕장,20210711,PM,23.9,3,19.4,3,6.8,3,0.3,5,0.0,5,-,5,4.10,좋음
20210710,HS44,동해남부,관성해수욕장,20210711,AM,30.1,5,18.7,3,1.9,5,0.3,5,0.0,5,-,5,4.80,매우좋음
20210710,HS44,동해남부,관성해수욕장,20210711,PM,30.3,5,20.4,4,4.1,4,0.3,5,0.0,5,-,5,4.60,좋음
20210710,HS46,동해중부,삼척해수욕장,20210711,AM,23.8,3,20.3,4,5.3,3,0.3,5,0.0,5,-,5,4.20,좋음
20210710,HS46,동해중부,삼척해수욕장,20210711,PM,23.4,3,20.3,4,3.7,4,0.3,5,0.0,5,-,5,4.50,좋음
20210710,HS47,동해중부,송지호해수욕장,20210711,AM,23.7,3,19.4,3,5.5,3,0.3,5,0.0,5,-,5,4.10,좋음
20210710,HS47,동해중부,송지호해수욕장,20210711,PM,23.9,3,19.4,3,5.6,3,0.3,5,0.0,5,-,5,4.10,좋음
20210710,HS49,동해남부,칠포해수욕장,20210711,AM,25.5,4,23.2,5,1.7,5,0.2,5,0.0,5,-,5,4.95,매우좋음
20210710,HS49,동해남부,칠포해수욕장,20210711,PM,25.6,4,24.8,5,3.1,4,0.3,5,0.0,5,-,5,4.65,좋음
20210710,HS50,동해남부,진하해수욕장,20210711,AM,25.5,4,18.4,3,9.5,2,0.3,5,0.0,5,-,5,3.85,보통
20210710,HS50,동해남부,진하해수욕장,20210711,PM,25.9,4,18.9,3,9.6,2,0.4,5,0.0,5,-,5,3.85,보통
20210710,HS51,황해남부,변산해수욕장,20210711,AM,24.2,4,25.1,5,5.0,3,0.1,5,1.6,3,-,5,3.00,보통
20210710,HS51,황해남부,변산해수욕장,20210711,PM,23.9,3,25.7,5,5.5,3,0.1,5,18.0,1,-,5,1.00,매우나쁨
20210710,HS52,황해남부,선유도해수욕장,20210711,AM,23.2,3,22.6,5,5.0,3,0.1,5,3.3,3,-,5,3.00,보통
20210710,HS52,황해남부,선유도해수욕장,20210711,PM,23.4,3,22.6,5,5.1,3,0.1,5,18.0,1,-,5,1.00,매우나쁨
20210710,HS53,황해남부,구시포해수욕장,20210711,AM,24.0,4,21.6,4,5.0,3,0.1,5,0.0,5,-,5,4.25,좋음
20210710,HS53,황해남부,구시포해수욕장,20210711,PM,23.5,3,21.6,4,5.2,3,0.1,5,11.8,1,-,5,1.00,매우나쁨
20210710,HS1,황해중부,대천해수욕장,20210712,AM,22.6,3,23.4,5,3.1,4,0.2,5,0.0,5,-,5,4.60,좋음
20210710,HS1,황해중부,대천해수욕장,20210712,PM,22.6,3,23.4,5,1.9,5,0.2,5,0.0,5,-,5,4.90,매우좋음
20210710,HS2,황해중부,춘장대해수욕장,20210712,AM,23.0,3,24.5,5,2.6,4,0.1,5,0.0,5,-,5,4.60,좋음
