FCST_AREA,STN,AREA,NAME,LON,LAT,ROMS_X,ROMS_Y,WRF_X,WRF_Y,WW3_X,WW3_Y,CWW3_X,CWW3_Y,CWWR_LOC,RWW3_X,RWW3_Y,CITY_X,CITY_Y,SEA_WARN_AREA,LOC_WARN_AREA,TRAVEL1,TRAVEL2,TRAVEL3,TRAVEL4,TRAVEL5
TAS,TAS18,남면,별똥별하늘공원,126.3113,36.6100,278,480,109,87,112,199,397,287,1,136,161,48,106,충남북부앞바다,태안,문화체험,-,-,-,-
TAS,TAS19,남면,안면도쥬라기박물관,126.3105,36.6091,278,480,111,87,112,199,397,287,1,136,161,48,106,충남북부앞바다,태안,문화체험,-,-,-,-
TAS,TAS20,남면,안면대교,126.3238,36.5997,279,480,111,87,112,199,399,288,1,136,161,49,106,충남북부앞바다,태안,드라이브,-,-,-,-
TAS,TAS21,남면,곰섬해수욕장,126.2897,36.5897,277,480,110,87,111,199,394,289,1,135,161,48,105,충남북부앞바다,태안,해수욕,-,-,-,-
TAS,TAS22,안면읍,황도교,126.3737,36.5965,280,480,112,86,112,199,405,288,1,136,161,50,106,충남북부앞바다,태안,드라이브,-,-,-,-
TAS,TAS23,안면읍,백사장항,126.3168,36.5859,277,480,110,85,112,199,396,290,1,135,161,49,105,충남북부앞바다,태안,바다낚시,-,-,-,-
TAS,TAS24,안면읍,기지포해수욕장,126.3218,36.5625,278,479,111,86,112,199,397,292,1,135,161,49,105,충남북부앞바다,태안,해수욕,-,-,-,-
TAS,TAS25,안면읍,안면해수욕장,126.3286,36.5495,278,478,110,88,112,199,397,294,1,135,161,49,105,충남북부앞바다,태안,해수욕,-,-,-,-
TAS,TAS26,안면읍,해변길5코스,126.3297,36.5477,279,478,110,88,112,199,400,294,1,136,161,49,104,충남북부앞바다,태안,트래킹,-,-,-,-
TAS,TAS27,안면읍,방포해수욕장,126.3326,36.5093,278,477,110,90,112,198,398,299,1,136,162,49,104,충남북부앞바다,태안,해수욕,-,-,-,-
TAS,TAS28,안면읍,방포항,126.3346,36.5041,278,477,110,90,112,198,399,300,1,136,162,49,104,충남북부앞바다,태안,바다낚시,-,-,-,-
TAS,TAS29,안면읍,할마할아비바위,126.3303,36.5016,279,477,111,90,112,198,400,300,1,136,162,49,103,충남북부앞바다,태안,바다갈라짐,트래킹,-,-,-
TAS,TAS30,안면읍,코리아플라워파크,126.3368,36.5001,279,477,109,90,112,198,400,300,1,136,162,49,103,충남북부앞바다,태안,트래킹,-,-,-,-
TAS,TAS31,안면읍,안면도자연휴양림,126.3553,36.4974,280,476,112,90,112,198,403,300,1,136,162,49,103,충남북부앞바다,태안,문화체험,트래킹,-,-,-
TAS,TAS32,안면읍,꽃지해수욕장,126.3351,36.4968,278,476,111,90,112,198,399,300,1,136,162,49,103,충남북부앞바다,태안,해수욕,-,-,-,-
TAS,TAS33,안면읍,병술만어촌체험마을,126.3414,36.4733,279,476,112,91,112,198,399,303,1,136,162,49,103,충남북부앞바다,태안,어촌체험,-,-,-,-
TAS,TAS34,안면읍,대야도어촌체험마을,126.4153,36.4669,282,475,111,88,113,198,410,304,1,137,162,50,103,충남북부앞바다,태안,어촌체험,-,-,-,-
TAS,TAS35,안면읍,해변길6코스,126.3329,36.4619,279,475,109,90,112,198,400,305,1,136,162,49,103,충남북부앞바다,태안,트래킹,-,-,-,-
TAS,TAS36,고남면,운여해변,126.3551,36.4331,279,474,111,92,112,197,282,9,2,136,163,49,102,충남북부앞바다,태안,해수욕,-,-,-,-
TAS,TAS37,고남면,구매항,126.4319,36.4248,282,474,113,92,113,197,294,9,2,137,163,51,102,충남북부앞바다,태안,바다낚시,-,-,-,-
TAS,TAS38,고남면,장삼포해수욕장,126.3598,36.4225,279,474,110,92,112,197,282,9,2,136,163,49,102,충남북부앞바다,태안,해수욕,-,-,-,-
TAS,TAS39,고남면,해변길7코스,126.3934,36.4211,281,474,113,89,113,197,287,9,2,137,163,50,102,충남북부앞바다,태안,트래킹,-,-,-,-
TAS,TAS40,고남면,고남패총박물관,126.4100,36.4204,281,474,113,92,113,197,289,10,2,137,163,50,102,충남북부앞바다,태안,문화체험,-,-,-,-
TAS,TAS41,고남면,조개부리마을,126.3991,36.4151,281,473,112,89,113,197,288,10,2,137,163,50,102,충남북부앞바다,태안,어촌체험,-,-,-,-
TAS,TAS42,고남면,바람아래해수욕장,126.3767,36.4121,280,473,112,92,113,197,285,11,2,137,163,50,102,충남북부앞바다,태안,해수욕,-,-,-,-
TAS,TAS43,고남면,영목항,126.4271,36.3992,282,473,113,91,113,197,291,12,2,137,163,50,101,충남북부앞바다,태안,요트·유람선·여객선,-,-,-,-
TAS,TAS44,고남면,원산안면대교,126.4261,36.3918,282,473,113,93,113,197,291,13,2,137,163,50,101,충남북부앞바다,태안,드라이브,-,-,-,-
