FCST_AREA,STN,AREA,NAME,LON,LAT,ROMS_X,ROMS_Y,WRF_X,WRF_Y,WW3_X,WW3_Y,CWW3_X,CWW3_Y,CWWR_LOC,RWW3_X,RWW3_Y,CITY_X,CITY_Y,SEA_WARN_AREA,LOC_WARN_AREA,TRAVEL1,TRAVEL2,TRAVEL3,TRAVEL4,TRAVEL5
JJNW,JJNW25,한림읍,금능해수욕장,126.235367,33.389911,276,369,107,173,111,161,388,250,3,135,199,47,36,제주서부앞바다,제주도서부,해수욕,스노클링,-,-,-
JJNW,JJNW26,한림읍,한림공원,126.239288,33.389528,276,368,109,176,111,161,389,253,3,135,199,47,36,제주서부앞바다,제주도서부,트래킹,-,-,-,-
JJNW,JJNW27,한림읍,원령리선인장군락,126.214882,33.376487,275,368,109,177,111,161,386,255,3,135,199,47,35,제주서부앞바다,제주도서부,트래킹,-,-,-,-
JJNW,JJNW28,한림읍,한림해안도로,126.284239,33.444401,277,370,110,173,111,161,394,247,3,135,199,48,37,제주서부앞바다,제주도서부,드라이브,트래킹,-,-,-
JJNW,JJNW29,한림읍,한림항,126.255698,33.412492,277,370,107,176,111,161,390,250,3,135,199,48,36,제주서부앞바다,제주도서부,요트·유람선·여객선,,-,-,-
JJNW,JJNW30,한림읍,명월성지,126.262973,33.399403,277,368,110,176,111,161,392,252,3,135,199,48,36,제주서부앞바다,제주도서부,문화체험,트래킹,-,-,-
JJNW,JJNW31,한림읍,제주올레14코스,126.239728,33.394132,276,368,109,173,111,161,389,253,3,135,199,48,36,제주서부앞바다,제주도서부,트래킹,-,-,-,-
JJNW,JJNW32,한림읍,대수포구,126.263543,33.425373,277,369,110,175,111,161,392,249,3,135,199,47,36,제주서부앞바다,제주도서부,문화체험,드라이브,트래킹,-,-
JJNW,JJNW33,한림읍,응포포구,126.249975,33.40441,276,369,108,176,111,161,390,251,3,135,199,47,36,제주서부앞바다,제주도서부,드라이브,트래킹,-,-,-
JJNW,JJNW34,한림읍,비양도,126.227096,33.40837,276,369,109,174,111,161,389,250,3,135,199,49,37,제주서부앞바다,제주도서부,스쿠버,스노클링,-,-,-
JJNW,JJNW35,제주시,월대천,126.437105,33.493371,282,372,112,170,113,162,412,241,3,137,198,51,38,제주북부앞바다,제주도북부,트래킹,-,-,-,-
JJNW,JJNW36,제주시,알작지해변,126.440428,33.496116,282,372,114,173,113,162,413,240,3,137,198,51,38,제주북부앞바다,제주도북부,트래킹,-,-,-,-
JJNW,JJNW37,제주시,이호테우해변,126.45315,33.497957,283,372,112,173,113,162,414,239,3,137,198,51,38,제주북부앞바다,제주도북부,해수욕,서핑,-,-,-
JJNW,JJNW38,제주시,도두항,126.465426,33.507539,283,372,113,172,114,162,416,239,3,138,198,52,38,제주북부앞바다,제주도북부,드라이브,트래킹,-,-,-
JJNW,JJNW39,제주시,제주올레17코스,126.465426,33.507539,283,372,113,172,114,162,416,239,3,138,198,52,38,제주북부앞바다,제주도북부,트래킹,-,-,-,-
JJSW,JJSW1,대정읍,송악산,126.291847,33.197534,278,361,110,180,112,158,394,277,3,136,202,48,31,제주서부앞바다,제주도서부,스쿠버,트래킹,-,-,-
JJSW,JJSW2,대정읍,동알오름,126.288152,33.207696,278,362,108,181,111,158,395,275,3,135,202,48,32,제주서부앞바다,제주도서부,트래킹,-,-,-,-
JJSW,JJSW3,대정읍,모슬포항,126.250536,33.216153,276,362,107,180,111,158,389,274,3,135,202,48,32,제주서부앞바다,제주도서부,요트·유람선·여객선,-,-,-,-
JJSW,JJSW4,대정읍,운진항,126.258283,33.210437,276,362,109,179,111,158,390,275,3,135,202,48,32,제주서부앞바다,제주도서부,요트·유람선·여객선,-,-,-,-
JJSW,JJSW5,대정읍,마라도,126.26712,33.120637,277,359,110,184,111,157,391,286,3,135,203,48,30,제주서부앞바다,제주도서부,섬여행(선박탑승),스쿠버,-,-,-
JJSW,JJSW6,대정읍,가파도,126.272675,33.170757,277,361,108,182,111,158,392,281,3,135,202,48,31,제주서부앞바다,제주도서부,섬여행(선박탑승),스쿠버,-,-,-
JJSW,JJSW7,대정읍,발자국화석공원,126.294979,33.218659,278,362,111,180,112,159,395,274,3,136,201,48,32,제주서부앞바다,제주도서부,문화체험,트래킹,-,-,-
JJSW,JJSW8,대정읍,신도포구,126.170044,33.277016,274,364,105,177,110,159,380,267,3,134,201,46,33,제주서부앞바다,제주도서부,문화체험,-,-,-,-
JJSW,JJSW9,대정읍,제주올레11코스,126.2430245,33.23085588,276,363,108,181,111,159,389,272,3,135,201,47,32,제주서부앞바다,제주도서부,트래킹,-,-,-,-
JJSW,JJSW10,대정읍,제주올레12코스,126.170044,33.277016,274,364,105,177,110,159,380,267,3,134,201,46,33,제주서부앞바다,제주도서부,트래킹,-,-,-,-
JJSW,JJSW11,대정읍,고산일과해안도로,126.203659,33.246328,275,363,109,178,110,159,384,270,3,134,201,47,32,제주서부앞바다,제주도서부,드라이브,트래킹,-,-,-
JJSW,JJSW12,대정읍,하모해수욕장,126.260619,33.211071,276,362,108,181,111,158,390,275,3,135,202,48,32,제주서부앞바다,제주도서부,해수욕,트래킹,-,-,-
JJSW,JJSW13,안덕면,용머리해안,126.314941,33.231847,278,363,111,178,112,159,398,272,3,136,201,49,32,제주서부앞바다,제주도남부,트래킹,-,-,-,-
JJSW,JJSW14,안덕면,산방산,126.313447,33.241068,278,363,109,178,112,159,398,271,3,136,201,49,32,제주서부앞바다,제주도남부,트래킹,-,-,-,-
JJSW,JJSW15,안덕면,화순항,126.334751,33.236847,279,361,109,181,112,159,400,272,3,136,202,49,32,제주서부앞바다,제주도남부,요트·유람선·여객선,,,-,-
JJSW,JJSW16,안덕면,사계어촌체험마을,126.304721,33.22793,278,362,110,181,112,159,397,273,3,136,202,49,32,제주서부앞바다,제주도남부,어촌체험,해수욕,서핑,-,-
JJSW,JJSW17,안덕면,제주올레9코스,126.334751,33.236847,279,363,109,181,112,159,400,272,3,136,201,49,32,제주서부앞바다,제주도남부,트래킹,-,-,-,-
JJSW,JJSW18,안덕면,제주올레10코스,126.291847,33.197534,278,361,110,180,112,158,395,276,3,136,202,48,31,제주서부앞바다,제주도남부,트래킹,-,-,-,-
JJSW,JJSW19,안덕면,화순금모래해수욕장,126.333806,33.239846,279,362,109,177,112,159,400,272,3,136,202,49,32,제주서부앞바다,제주도남부,해수욕,스노클링,해양레포츠,-,-
JJSW,JJSW20,안덕면,형제해안로전망대,126.303662,33.22784,278,363,110,181,112,159,396,273,3,136,201,49,32,제주서부앞바다,제주도남부,트래킹,-,-,-,-
JJSW,JJSW21,안덕면,대평포구,126.361861,33.237295,280,363,112,181,112,159,403,272,3,136,201,50,32,제주남부앞바다,제주도남부,문화체험,트래킹,-,-,-
JJSW,JJSW22,안덕면,박수기정,126.353286,33.235574,280,363,112,178,112,159,402,272,3,136,201,49,32,제주남부앞바다,제주도남부,트래킹,-,-,-,-
JJSW,JJSW23,중문,천제연폭포,126.416773,33.250668,282,363,112,179,113,159,410,270,3,137,201,51,32,제주남부앞바다,제주도남부,트래킹,-,-,-,-
JJSW,JJSW24,중문,중문색달해수욕장,126.410356,33.245061,281,363,111,179,113,159,409,272,3,137,202,51,32,제주남부앞바다,제주도남부,해수욕,서핑,요트·유람선·여객선,트래킹,-
JJSW,JJSW25,중문,주상절리,126.425067,33.237755,282,363,113,179,113,159,411,271,3,137,201,51,32,제주남부앞바다,제주도남부,문화체험,트래킹,-,-,-
JJSW,JJSW26,중문,약천사,126.449669,33.245308,283,363,114,180,113,159,414,271,3,137,201,51,32,제주남부앞바다,제주도남부,문화체험,트래킹,-,-,-
JJSW,JJSW27,중문,제주올레8코스,126.410356,33.245061,281,363,111,179,113,159,409,271,3,137,201,51,32,제주남부앞바다,제주도남부,트래킹,-,-,-,-
JJSW,JJSW28,중문,쉬리의언덕,126.407299,33.245375,281,363,112,180,113,159,409,271,3,137,201,50,32,제주남부앞바다,제주도남부,트래킹,-,-,-,-
JJSW,JJSW29,서귀포시,하예어촌체험마을,126.375417,33.233926,280,363,111,181,113,159,405,272,3,137,201,50,32,제주남부앞바다,제주도남부,어촌체험,문화체험,트래킹,-,-
JJSW,JJSW30,서귀포시,대포포구,126.43888,33.238543,282,363,112,180,113,159,413,271,3,137,201,51,32,제주남부앞바다,제주도남부,문화체험,트래킹,-,-,-
JJSW,JJSW31,서귀포시,월평포구,126.4636,33.234266,283,362,112,180,115,159,416,273,3,138,202,52,32,제주남부앞바다,제주도남부,스노클링,문화체험,-,-,-
JJSW,JJSW32,서귀포시,강정어촌체험마을,126.474815,33.227562,283,363,113,180,114,159,417,273,3,138,201,52,32,제주남부앞바다,제주도남부,어촌체험,-,-,-,-
JJSW,JJSW33,서귀포시,법환포구,126.515665,33.237276,285,363,115,181,114,159,422,272,3,138,201,52,32,제주남부앞바다,제주도남부,문화체험,트래킹,-,-,-
JJSW,JJSW34,서귀포시,법환어촌체험마을,126.514754,33.236124,285,363,115,181,114,159,422,272,3,138,201,52,32,제주남부앞바다,제주도남부,어촌체험,-,-,-,-
JJSW,JJSW35,서귀포시,돔베낭골,126.533371,33.240072,285,363,115,177,114,159,424,271,3,138,201,53,32,제주남부앞바다,제주도남부,트래킹,-,-,-,-
JJSW,JJSW36,서귀포시,외돌개,126.544589,33.239087,286,363,115,178,115,159,425,272,3,139,202,53,32,제주남부앞바다,제주도남부,스쿠버,트래킹,-,-,-
JJSW,JJSW37,서귀포시,범섬,126.516738,33.217896,285,362,114,181,115,159,422,275,3,138,202,52,32,제주남부앞바다,제주도남부,스쿠버,-,-,-,-
JJSW,JJSW38,서귀포시,서건도,126.498625,33.230211,284,362,114,179,115,159,420,273,3,138,202,52,32,제주남부앞바다,제주도남부,바다갈라짐,스쿠버,-,-,-
JJNE,JJNE1,제주시,제주항여객선터미널,126.542123,33.524054,285,373,115,172,115,163,425,236,3,139,197,53,39,제주북부앞바다,제주도북부,요트·유람선·여객선,-,-,-,-
JJNE,JJNE2,제주시,삼양해수욕장,126.586193,33.525464,287,374,117,171,115,163,430,236,3,138,197,54,39,제주북부앞바다,제주도북부,해수욕,서핑,-,-,-
JJNE,JJNE3,제주시,용두암,126.512064,33.516232,285,372,115,171,114,162,421,238,3,138,198,52,38,제주북부앞바다,제주도북부,드라이브,트래킹,-,-,-
JJNE,JJNE4,제주시,사라봉,126.544913,33.517741,286,372,116,171,115,162,425,238,3,139,198,53,38,제주북부앞바다,제주도북부,트래킹,-,-,-,
JJNE,JJNE5,제주시,제주올레18코스,126.544913,33.517741,286,372,116,171,115,162,425,238,3,139,198,53,38,제주북부앞바다,제주도북부,트래킹,-,-,-,-
JJNE,JJNE6,제주시,별도봉,126.553101,33.519216,286,372,116,170,115,162,426,238,3,139,198,53,38,제주북부앞바다,제주도북부,트래킹,-,-,-,-
JJNE,JJNE7,제주시,삼양방파제,126.576191,33.527475,287,374,117,169,115,163,429,236,3,138,197,54,39,제주북부앞바다,제주도북부,바다낚시,트래킹,-,-,-
JJNE,JJNE8,조천읍,함덕서우봉해수욕장,126.669849,33.543416,289,374,118,171,116,163,440,233,3,140,197,55,39,제주북부앞바다,제주도북부,해수욕,스노클링,-,-,-
JJNE,JJNE9,조천읍,서우봉,126.677282,33.545462,290,373,119,169,116,163,441,235,3,140,197,55,39,제주북부앞바다,제주도북부,트래킹,-,-,-,-
JJNE,JJNE10,조천읍,닭머르,126.611775,33.536506,288,373,117,172,115,162,433,236,3,139,198,54,39,제주북부앞바다,제주도북부,트래킹,-,-,-,-
JJNE,JJNE11,조천읍,제주올레19코스,126.669849,33.543416,289,373,118,171,116,163,440,235,3,140,197,55,39,제주북부앞바다,제주도북부,트래킹,-,-,-,-
JJNE,JJNE12,조천읍,조함해안도로,126.662788,33.544537,289,373,117,172,116,163,440,235,3,140,197,55,39,제주북부앞바다,제주도북부,드라이브,트래킹,-,-,-
JJNE,JJNE13,조천읍,북촌환해장성,126.698771,33.552882,290,374,119,172,116,163,444,234,3,140,197,56,39,제주북부앞바다,제주도북부,문화체험,트래킹,-,-,-
JJNE,JJNE14,구좌읍,김녕해수욕장,126.759787,33.558233,292,374,121,172,117,163,451,232,3,141,197,57,39,제주북부앞바다,제주도동부,해수욕,스노클링,드라이브,-,-
JJNE,JJNE15,구좌읍,김녕항,126.73665,33.558482,292,374,119,172,117,163,448,232,3,141,197,56,39,제주북부앞바다,제주도동부,요트·유람선·여객선,바다낚시,-,-,-
JJNE,JJNE16,구좌읍,월정리해변,126.796228,33.555984,293,375,121,172,118,163,456,232,3,142,197,58,39,제주동부앞바다,제주도동부,해수욕,해양레포츠,서핑,스노클링,-
JJNE,JJNE17,구좌읍,세화해변,126.861112,33.525294,295,373,122,171,118,163,463,236,3,141,197,59,39,제주동부앞바다,제주도동부,해수욕,드라이브,-,-,-
JJNE,JJNE18,구좌읍,해녀박물관,126.863486,33.523525,296,373,123,173,118,162,464,237,3,142,198,59,39,제주동부앞바다,제주도동부,문화체험,-,-,-,-
JJNE,JJNE19,구좌읍,하도해변,126.901303,33.518573,297,373,124,173,119,162,468,236,3,143,198,59,38,제주동부앞바다,제주도동부,해수욕,스노클링,드라이브,-,-
JJNE,JJNE20,구좌읍,하도리,126.904134,33.520092,297,373,124,173,119,162,468,236,3,143,198,60,38,제주동부앞바다,제주도동부,어촌체험,문화체험,트래킹,-,-
JJNE,JJNE21,구좌읍,평대리해변,126.840904,33.533501,295,373,122,169,118,163,461,235,3,141,197,58,39,제주동부앞바다,제주도동부,해수욕,-,-,-,-
JJNE,JJNE22,구좌읍,지미봉,126.906215,33.503104,297,372,123,171,119,162,469,240,3,143,198,60,38,제주동부앞바다,제주도동부,트래킹,-,-,-,-
JJNE,JJNE23,구좌읍,종달리해변,126.898914,33.51299,297,373,124,171,119,162,468,236,3,143,198,59,38,제주동부앞바다,제주도동부,해수욕,트래킹,-,-,-
JJNE,JJNE24,구좌읍,별방진,126.884027,33.526606,296,373,123,170,119,162,466,237,3,143,198,59,39,제주동부앞바다,제주도동부,문화체험,-,-,-,-
JJNE,JJNE25,구좌읍,평대해변,126.840904,33.533501,295,373,122,169,118,163,461,235,3,141,197,58,39,제주동부앞바다,제주도동부,해수욕,트래킹,-,-,-
JJNE,JJNE26,구좌읍,평대리불턱,126.846369,33.532995,295,373,122,172,118,162,462,236,3,142,198,58,39,제주동부앞바다,제주도동부,문화체험,-,-,-,-
JJNE,JJNE27,우도면,우도,126.954048,33.504298,298,372,125,173,119,162,474,237,3,143,198,60,38,제주동부앞바다,제주도동부,섬여행(선박탑승),해수욕,스쿠버,스노클링,요트·유람선·여객선
JJSE,JJSE1,성산읍,성산일출봉,126.9425,33.458056,298,370,124,173,119,161,474,245,3,143,199,60,37,제주동부앞바다,제주도동부,트래킹,스쿠버,문화체험,-,-
JJSE,JJSE2,성산읍,섭지코지,126.931111,33.424209,298,369,124,173,119,161,472,249,3,143,199,60,36,제주동부앞바다,제주도동부,트래킹,-,-,-,-
JJSE,JJSE3,성산읍,신양섭지해수욕장,126.923163,33.435,298,370,124,175,119,161,472,248,3,143,199,60,37,제주동부앞바다,제주도동부,해수욕,-,-,-,-
JJSE,JJSE4,성산읍,성산항,126.933551,33.4733,298,371,124,174,119,162,472,243,3,143,198,60,37,제주동부앞바다,제주도동부,바다낚시,-,-,-,-
JJSE,JJSE5,성산읍,혼인지,126.898782,33.410213,297,369,123,176,119,161,468,251,3,143,199,59,36,제주동부앞바다,제주도동부,문화체험,-,-,-,-
JJSE,JJSE6,성산읍,광치기해변,126.924691,33.452414,297,370,124,175,119,161,471,246,3,143,199,60,37,제주동부앞바다,제주도동부,트래킹,-,-,-,-
JJSE,JJSE7,성산읍,제주아쿠아플라넷,126.92791,33.432794,298,370,124,173,119,161,471,248,3,143,199,60,37,제주동부앞바다,제주도동부,문화체험,-,-,-,-
JJSE,JJSE8,성산읍,종달리해안도로,126.901575,33.483263,297,371,124,171,119,162,468,242,3,143,198,59,38,제주동부앞바다,제주도동부,드라이브,트래킹,-,-,-
JJSE,JJSE9,성산읍,제주올레1코스,126.901575,33.483263,297,371,124,171,119,162,468,242,3,143,198,59,38,제주동부앞바다,제주도동부,트래킹,-,-,-,-
JJSE,JJSE10,성산읍,제주올레2코스,126.924691,33.452414,297,370,124,175,119,161,471,246,3,143,199,60,37,제주동부앞바다,제주도동부,트래킹,-,-,-,-
JJSE,JJSE11,성산읍,제주올레3코스,126.89172,33.387395,296,368,123,176,119,161,467,254,3,143,199,59,36,제주동부앞바다,제주도동부,트래킹,-,-,-,-
JJSE,JJSE12,성산읍,온평리포구,126.903908,33.401789,297,368,124,173,119,161,468,252,3,143,199,60,36,제주동부앞바다,제주도동부,문화체험,트래킹,-,-,-
JJSE,JJSE13,성산읍,온평리환해장성,126.91133,33.418496,297,369,123,175,119,161,469,250,3,143,199,60,36,제주동부앞바다,제주도동부,문화체험,트래킹,-,-,-
JJSE,JJSE14,성산읍,신산환해장성,126.89172,33.387395,296,368,123,176,119,161,467,254,3,143,199,59,36,제주동부앞바다,제주도동부,문화체험,트래킹,-,-,-
JJSE,JJSE15,성산읍,신양포구,126.915716,33.431851,297,369,123,172,119,161,470,248,3,143,199,60,37,제주동부앞바다,제주도동부,문화체험,드라이브,트래킹,,-
JJSE,JJSE16,표선면,표선해비치해수욕장,126.837535,33.327872,295,366,122,177,118,160,462,261,3,142,201,58,34,제주동부앞바다,제주도동부,해수욕,서핑,문화체험,-,-
JJSE,JJSE17,표선면,당케포구,126.846548,33.325282,295,366,122,177,118,160,462,261,3,142,200,59,34,제주동부앞바다,제주도동부,문화체험,트래킹,-,-,-
JJSE,JJSE18,표선면,제주올레4코스,126.809342,33.303668,294,365,122,176,118,160,457,264,3,142,200,58,34,제주동부앞바다,제주도동부,트래킹,-,-,-,-
JJSE,JJSE19,표선면,민속해안도로,126.809342,33.303668,294,365,122,176,118,160,457,264,3,142,200,58,34,제주동부앞바다,제주도동부,드라이브,트래킹,-,-,-
JJSE,JJSE20,남원읍,큰엉해변,126.704818,33.273315,291,364,119,177,116,159,445,267,3,140,201,56,33,제주남부앞바다,제주도남부,트래킹,-,-,-,-
JJSE,JJSE21,남원읍,공천포구,126.641713,33.263184,289,364,118,180,116,159,437,268,3,140,201,55,33,제주남부앞바다,제주도남부,트래킹,-,-,-,-
JJSE,JJSE22,남원읍,위미항,126.663441,33.271709,289,364,119,176,116,159,440,267,3,140,201,55,33,제주남부앞바다,제주도남부,트래킹,-,-,-,-
JJSE,JJSE23,남원읍,제주올레5코스,126.663441,33.271709,289,364,119,176,116,159,440,267,3,140,201,55,33,제주남부앞바다,제주도남부,트래킹,-,-,-,-
JJSE,JJSE24,남원읍,태흥포구,126.75022,33.285176,292,364,119,178,117,159,450,266,3,141,201,57,33,제주남부앞바다,제주도남부,트래킹,-,-,-,-
JJSE,JJSE25,남원읍,남내소,126.623571,33.269021,288,364,117,179,115,159,435,268,3,139,201,54,33,제주남부앞바다,제주도남부,트래킹,-,-,-,-
JJSE,JJSE26,남원읍,위미리,126.658481,33.270906,289,364,118,178,116,159,439,267,3,140,201,55,33,제주남부앞바다,제주도남부,어촌체험,-,-,-,-
JJSE,JJSE27,남원읍,망장포,126.637102,33.261527,288,363,117,180,116,159,436,270,3,140,201,55,33,제주남부앞바다,제주도남부,바다낚시,스쿠버,-,-,-
JJSE,JJSE28,남원읍,태웃개,126.690898,33.270707,290,363,119,180,116,159,443,269,3,140,201,56,33,제주남부앞바다,제주도남부,스노클링,트래킹,-,-,-
JJSE,JJSE29,서귀포시,천지연폭포,126.554417,33.246944,286,363,116,180,115,159,427,270,3,139,201,53,32,제주남부앞바다,제주도남부,트래킹,-,-,-,-
JJSE,JJSE30,서귀포시,쇠소깍,126.623479,33.252535,288,363,118,180,115,159,435,271,3,139,202,54,33,제주남부앞바다,제주도남부,해양레포츠,트래킹,-,-,-
JJSE,JJSE31,서귀포시,정방폭포,126.571803,33.244852,286,363,117,178,115,159,429,271,3,139,201,54,32,제주남부앞바다,제주도남부,트래킹,-,-,-,-
JJSE,JJSE32,서귀포시,황우지해안,126.550205,33.241511,286,363,116,180,115,159,426,272,3,139,202,53,32,제주남부앞바다,제주도남부,스노클링,문화체험,트래킹,-,-
JJSE,JJSE33,서귀포시,제주올레6코스,126.571803,33.244852,286,363,117,178,115,159,429,271,3,139,201,54,32,제주남부앞바다,제주도남부,트래킹,-,-,-,-
JJSE,JJSE34,서귀포시,제주올레7코스,126.550205,33.241511,286,363,116,180,115,159,426,271,3,139,201,53,32,제주남부앞바다,제주도남부,트래킹,-,-,-,-
JJSE,JJSE35,서귀포시,서귀포항,126.564315,33.239673,286,363,115,180,115,159,428,274,3,139,203,53,32,제주남부앞바다,제주도남부,요트·유람선·여객선,트래킹,-,-,-
JJSE,JJSE36,서귀포시,소천지,126.591307,33.241174,287,363,116,178,115,159,431,271,3,139,201,54,32,제주남부앞바다,제주도남부,트래킹,-,-,-,-
JJSE,JJSE37,서귀포시,새섬,126.560873,33.24031,286,363,115,177,115,159,427,272,3,139,202,53,32,제주남부앞바다,제주도남부,스쿠버,-,-,-,-
JJSE,JJSE38,서귀포시,문섬,126.56616,33.226475,286,362,116,180,115,159,428,274,3,139,202,53,32,제주남부앞바다,제주도남부,스쿠버,-,-,-,-
JJSE,JJSE39,서귀포시,소정방폭포,126.57754,33.245011,287,363,115,179,115,159,429,271,3,139,201,54,32,제주남부앞바다,제주도남부,트래킹,-,-,-,-
JJSE,JJSE40,서귀포시,보목포구,126.606275,33.239479,287,363,117,179,115,159,433,271,3,139,201,54,32,제주남부앞바다,제주도남부,트래킹,-,-,-,-
JJSE,JJSE41,서귀포시,지귀도,126.6544,33.225001,289,362,118,180,116,159,439,274,3,140,201,55,32,제주남부앞바다,제주도남부,스쿠버,-,-,-,-
JJSE,JJSE42,서귀포시,섶섬,126.599247,33.230205,287,362,117,179,115,159,432,273,3,139,202,54,32,제주남부앞바다,제주도남부,스쿠버,-,-,-,-
JJSE,JJSE43,서귀포시,서귀포층패류화석산지,126.557194,33.239694,286,363,116,180,115,159,427,271,3,139,201,53,32,제주남부앞바다,제주도남부,문화체험,트래킹,-,-,-
