생산일,코드,권역,지역,예측일자,갯벌열림시간,갯벌닫힘시간,체험시간,체험시간점수,최저기온,평균기온,최고기온,기온점수,최저풍속,평균풍속,최대풍속,풍속점수,날씨,날씨점수,강수량,강수점수,특보,특보점수,총점수,예보지수
20210825,TL21,남해동부,냉천마을,20210826,16:10,18:00,1.83,4,25.6,26.3,26.8,5,0.9,2.8,4.8,4,3,3,0.0,5,-,5,3.85,보통
20210825,TL25,황해중부,병술만마을,20210826,10:40,14:40,4.00,5,25.0,25.1,25.4,5,4.8,6.7,7.4,3,4,2,4.0,3,-,5,3.00,보통
20210825,TL31,남해서부,백사마을,20210826,16:50,18:00,1.17,3,24.3,27.7,30.2,5,1.8,3.4,5.3,3,1,5,0.0,5,-,5,3.50,보통
20210825,TL32,남해서부,장양마을,20210826,15:50,18:00,2.17,5,24.1,27.4,28.8,5,2.0,3.5,4.6,4,3,3,0.0,5,-,5,4.47,좋음
20210825,TL33,남해서부,거차마을,20210826,10:00,18:00,8.00,5,24.2,26.9,27.8,5,2.8,3.4,3.9,4,3,3,0.0,5,-,5,4.47,좋음
20210825,TL34,황해남부,죽림마을,20210826,0:00,0:00,0.00,0,24.4,28.3,30.5,5,1.8,3.8,5.4,3,3,3,3.1,3,-,5,0.00,체험불가
20210825,TL2,황해중부,백미리마을,20210827,10:29,16:29,6.00,5,23.3,24.5,26.1,5,2.1,3.0,3.9,4,4,2,5.1,2,-,5,2.00,나쁨
20210825,TL3,남해동부,문항마을,20210827,0:00,0:00,0.00,0,26.0,26.6,27.0,5,5.3,6.5,7.4,3,4,2,2.6,3,-,5,0.00,체험불가
20210825,TL5,황해남부,만돌마을,20210827,09:00,13:00,4.00,5,22.0,22.9,23.7,4,2.4,4.6,7.7,3,4,2,7.6,2,-,5,2.00,나쁨
20210825,TL6,황해남부,하전마을,20210827,10:40,14:40,4.00,5,21.5,22.4,23.3,4,2.1,4.3,7.4,3,4,2,9.2,2,-,5,2.00,나쁨
20210825,TL9,황해중부,월하성마을,20210827,10:40,14:40,4.00,5,21.7,24.0,25.7,5,0.3,3.2,5.6,3,4,2,4.9,3,-,5,3.00,보통
20210825,TL10,황해중부,선감마을,20210827,12:00,15:00,3.00,5,22.9,23.6,24.1,4,3.0,4.0,4.9,4,4,2,3.8,3,-,5,3.00,보통
20210825,TL13,황해남부,돌머리마을,20210827,10:40,14:40,4.00,5,21.2,22.6,23.5,4,1.2,3.9,7.4,3,4,2,4.5,3,-,5,3.00,보통
20210825,TL17,황해남부,신시도마을,20210827,09:00,15:40,6.67,5,22.2,23.2,24.4,4,0.5,3.9,7.4,3,4,2,8.3,2,-,5,2.00,나쁨
20210825,TL20,남해동부,다대마을,20210827,0:00,0:00,0.00,0,25.2,25.3,25.4,5,7.7,8.8,9.9,2,4,2,0.0,5,-,5,0.00,체험불가
20210825,TL21,남해동부,냉천마을,20210827,16:40,18:00,1.33,3,25.9,26.7,27.0,5,6.3,7.3,8.1,3,4,2,0.0,5,-,5,2.90,나쁨
20210825,TL25,황해중부,병술만마을,20210827,11:00,15:00,4.00,5,22.4,23.7,24.3,4,1.7,3.1,3.9,4,4,2,21.2,1,-,5,1.00,매우나쁨
20210825,TL31,남해서부,백사마을,20210827,0:00,0:00,0.00,0,24.8,27.0,28.5,5,4.5,6.7,8.4,3,3,3,2.3,3,-,5,0.00,체험불가
20210825,TL32,남해서부,장양마을,20210827,16:20,18:00,1.67,4,24.6,27.6,29.1,5,1.6,6.3,8.6,3,4,2,1.2,3,-,5,3.00,보통
20210825,TL33,남해서부,거차마을,20210827,10:00,18:00,8.00,5,24.4,27.5,28.9,5,3.4,7.4,9.4,2,4,2,1.1,3,-,5,3.00,보통
20210825,TL34,황해남부,죽림마을,20210827,09:00,09:50,0.83,2,24.5,25.7,27.5,5,1.8,4.3,9.0,2,4,2,3.1,3,-,5,2.15,나쁨
