생산일,코드,권역,해수욕장,예측년월일,시간,평균기온,기온점수,평균수온,수온점수,최대풍속,풍속점수,최대파고,파고점수,총점수,예보지수
20210709,HS50,동해남부,진하해수욕장,20210709,AM,22.2,3,20.3,4,3.1,4,0.4,5,4.50,좋음
20210709,HS50,동해남부,진하해수욕장,20210709,PM,23.0,3,20.3,4,9.1,2,0.4,5,3.90,보통
20210709,HS51,황해남부,변산해수욕장,20210709,AM,22.6,3,24.4,5,4.5,4,0.1,5,4.60,좋음
20210709,HS51,황해남부,변산해수욕장,20210709,PM,23.0,3,25.1,5,5.5,3,0.1,5,4.30,좋음
20210709,HS52,황해남부,선유도해수욕장,20210709,AM,22.4,3,21.9,4,3.8,4,0.1,5,4.50,좋음
20210709,HS52,황해남부,선유도해수욕장,20210709,PM,22.2,3,22.7,5,4.5,4,0.1,5,4.60,좋음
20210709,HS53,황해남부,구시포해수욕장,20210709,AM,22.4,3,24.9,5,4.5,4,0.1,5,4.60,좋음
20210709,HS53,황해남부,구시포해수욕장,20210709,PM,22.4,3,25.2,5,5.5,3,0.1,5,4.30,좋음
20210709,HS1,황해중부,대천해수욕장,20210710,AM,21.9,2,23.3,5,3.8,4,0.2,5,4.55,좋음
20210709,HS1,황해중부,대천해수욕장,20210710,PM,21.8,2,24.4,5,3.3,4,0.2,5,4.55,좋음
20210709,HS2,황해중부,춘장대해수욕장,20210710,AM,22.1,3,24.1,5,3.4,4,0.1,5,4.60,좋음
20210709,HS2,황해중부,춘장대해수욕장,20210710,PM,22.0,3,25.0,5,2.6,4,0.1,5,4.60,좋음
20210709,HS3,황해중부,무창포해수욕장,20210710,AM,22.0,3,23.8,5,3.9,4,0.1,5,4.60,좋음
20210709,HS3,황해중부,무창포해수욕장,20210710,PM,21.7,2,24.7,5,3.5,4,0.1,5,4.55,좋음
20210709,HS4,황해중부,꽃지해수욕장,20210710,AM,24.1,4,22.0,5,5.3,3,0.1,5,4.35,좋음
20210709,HS4,황해중부,꽃지해수욕장,20210710,PM,24.0,4,22.3,5,4.8,4,0.1,5,4.65,좋음
20210709,HS5,황해중부,만리포해수욕장,20210710,AM,25.3,4,19.2,3,5.8,3,0.1,5,4.15,좋음
20210709,HS5,황해중부,만리포해수욕장,20210710,PM,25.1,4,19.3,3,6.0,3,0.1,5,4.15,좋음
20210709,HS6,황해중부,몽산포해수욕장,20210710,AM,21.1,2,22.6,5,4.7,4,0.1,5,4.55,좋음
20210709,HS6,황해중부,몽산포해수욕장,20210710,PM,21.1,2,22.9,5,4.1,4,0.1,5,4.55,좋음
20210709,HS7,황해남부,우전해수욕장,20210710,AM,22.8,3,23.9,5,4.0,4,0.1,5,4.60,좋음
20210709,HS7,황해남부,우전해수욕장,20210710,PM,23.7,3,24.0,5,4.4,4,0.1,5,4.60,좋음
20210709,HS8,황해중부,연포해수욕장,20210710,AM,21.0,2,22.0,5,4.4,4,0.1,5,4.55,좋음
20210709,HS8,황해중부,연포해수욕장,20210710,PM,21.0,2,22.4,5,3.7,4,0.1,5,4.55,좋음
20210709,HS9,황해중부,어은돌해수욕장,20210710,AM,20.9,2,19.2,3,4.5,4,0.1,5,4.35,좋음
20210709,HS9,황해중부,어은돌해수욕장,20210710,PM,21.0,2,19.5,3,4.1,4,0.1,5,4.35,좋음
20210709,HS10,황해중부,신두리해수욕장,20210710,AM,26.2,4,19.4,3,5.2,3,0.1,5,4.15,좋음
20210709,HS10,황해중부,신두리해수욕장,20210710,PM,26.6,4,19.7,3,6.0,3,0.1,5,4.15,좋음
20210709,HS11,황해중부,학암포해수욕장,20210710,AM,22.0,3,19.9,3,4.2,4,0.1,5,4.40,좋음
20210709,HS11,황해중부,학암포해수욕장,20210710,PM,21.7,2,19.5,3,5.4,3,0.1,5,4.05,좋음
20210709,HS12,황해남부,가마미해수욕장,20210710,AM,23.4,3,24.7,5,4.5,4,0.1,5,4.60,좋음
20210709,HS12,황해남부,가마미해수욕장,20210710,PM,23.1,3,25.1,5,5.6,3,0.1,5,4.30,좋음
20210709,HS15,황해남부,가계해수욕장,20210710,AM,23.6,3,22.0,5,4.1,4,0.3,5,4.60,좋음
20210709,HS15,황해남부,가계해수욕장,20210710,PM,24.0,4,23.4,5,5.0,3,0.3,5,4.35,좋음
20210709,HS16,황해중부,을왕리해수욕장,20210710,AM,20.2,2,23.1,5,2.2,4,0.1,5,4.55,좋음
20210709,HS16,황해중부,을왕리해수욕장,20210710,PM,20.3,2,23.9,5,3.7,4,0.1,5,4.55,좋음
20210709,HS17,남해서부,만성리해수욕장,20210710,AM,23.8,3,23.0,5,4.5,4,0.2,5,4.60,좋음
20210709,HS17,남해서부,만성리해수욕장,20210710,PM,24.1,4,23.4,5,5.2,3,0.2,5,4.35,좋음
20210709,HS18,남해동부,상주해수욕장,20210710,AM,24.8,4,23.7,5,3.5,4,0.6,4,4.10,좋음
20210709,HS18,남해동부,상주해수욕장,20210710,PM,25.1,4,24.0,5,3.6,4,0.6,4,4.10,좋음
20210709,HS19,남해서부,명사십리해수욕장,20210710,AM,23.7,3,22.8,5,3.8,4,0.1,5,4.60,좋음
20210709,HS19,남해서부,명사십리해수욕장,20210710,PM,24.3,4,23.7,5,4.5,4,0.1,5,4.65,좋음
20210709,HS20,제주도,함덕서우봉해수욕장,20210710,AM,26.1,4,25.2,5,6.8,3,0.1,5,4.35,좋음
20210709,HS20,제주도,함덕서우봉해수욕장,20210710,PM,25.1,4,26.0,5,6.3,3,0.1,5,4.35,좋음
20210709,HS21,제주도,협재해수욕장,20210710,AM,25.8,4,24.5,5,5.5,3,0.1,5,4.35,좋음
20210709,HS21,제주도,협재해수욕장,20210710,PM,26.7,4,25.7,5,5.5,3,0.1,5,4.35,좋음
20210709,HS22,제주도,중문색달해수욕장,20210710,AM,24.9,4,24.2,5,6.3,3,0.8,4,3.80,보통
20210709,HS22,제주도,중문색달해수욕장,20210710,PM,25.3,4,24.7,5,5.1,3,0.8,4,3.80,보통
20210709,HS23,남해서부,율포해수욕장,20210710,AM,23.4,3,26.6,5,4.8,4,0.1,5,4.60,좋음
20210709,HS23,남해서부,율포해수욕장,20210710,PM,23.8,3,27.2,5,5.7,3,0.1,5,4.30,좋음
20210709,HS24,황해남부,송호해수욕장,20210710,AM,24.0,4,22.2,5,3.5,4,0.1,5,4.65,좋음
20210709,HS24,황해남부,송호해수욕장,20210710,PM,23.8,3,23.2,5,2.7,4,0.1,5,4.60,좋음
20210709,HS25,제주도,이호테우해수욕장,20210710,AM,27.3,5,25.8,5,3.7,4,0.1,5,4.70,매우좋음
20210709,HS25,제주도,이호테우해수욕장,20210710,PM,27.1,5,26.3,5,5.5,3,0.1,5,4.40,좋음
20210709,HS26,제주도,표선해비치해수욕장,20210710,AM,25.4,4,25.2,5,7.9,3,0.7,4,3.80,보통
20210709,HS26,제주도,표선해비치해수욕장,20210710,PM,26.4,4,25.3,5,6.4,3,0.7,4,3.80,보통
20210709,HS28,남해동부,구조라해수욕장,20210710,AM,26.2,4,20.8,4,5.0,3,0.2,5,4.25,좋음
20210709,HS28,남해동부,구조라해수욕장,20210710,PM,26.4,4,21.6,4,5.0,3,0.2,5,4.25,좋음
20210709,HS29,남해동부,해운대해수욕장,20210710,AM,23.1,3,19.9,3,5.7,3,0.4,5,4.10,좋음
20210709,HS29,남해동부,해운대해수욕장,20210710,PM,23.3,3,21.5,4,7.3,3,0.4,5,4.20,좋음
20210709,HS30,남해동부,광안리해수욕장,20210710,AM,23.3,3,19.9,3,6.0,3,0.2,5,4.10,좋음
20210709,HS30,남해동부,광안리해수욕장,20210710,PM,23.7,3,21.5,4,7.2,3,0.2,5,4.20,좋음
20210709,HS31,남해동부,송도해수욕장,20210710,AM,23.1,3,22.4,5,5.3,3,0.4,5,4.30,좋음
20210709,HS31,남해동부,송도해수욕장,20210710,PM,23.3,3,21.9,4,7.8,3,0.3,5,4.20,좋음
20210709,HS32,남해동부,송정해수욕장,20210710,AM,23.5,3,19.8,3,6.5,3,0.5,4,3.55,보통
20210709,HS32,남해동부,송정해수욕장,20210710,PM,23.6,3,21.7,4,7.2,3,0.5,4,3.65,보통
20210709,HS33,남해동부,다대포해수욕장,20210710,AM,23.4,3,21.7,4,6.9,3,0.6,4,3.65,보통
20210709,HS33,남해동부,다대포해수욕장,20210710,PM,23.6,3,22.1,5,7.8,3,0.5,4,3.75,보통
20210709,HS34,남해동부,일광해수욕장,20210710,AM,24.4,4,18.6,3,7.4,3,0.2,5,4.15,좋음
20210709,HS34,남해동부,일광해수욕장,20210710,PM,24.8,4,18.7,3,7.5,3,0.2,5,4.15,좋음
20210709,HS35,동해중부,경포해수욕장,20210710,AM,22.3,3,21.4,4,4.5,4,0.4,5,4.50,좋음
20210709,HS35,동해중부,경포해수욕장,20210710,PM,22.8,3,22.7,5,6.9,3,0.3,5,4.30,좋음
20210709,HS36,동해중부,망상해수욕장,20210710,AM,25.0,4,22.5,5,4.0,4,0.4,5,4.65,좋음
20210709,HS36,동해중부,망상해수욕장,20210710,PM,25.3,4,23.4,5,4.5,4,0.3,5,4.65,좋음
20210709,HS37,동해중부,속초해수욕장,20210710,AM,22.5,3,21.5,4,3.3,4,0.4,5,4.50,좋음
20210709,HS37,동해중부,속초해수욕장,20210710,PM,22.7,3,22.4,5,7.1,3,0.4,5,4.30,좋음
20210709,HS38,동해중부,낙산해수욕장,20210710,AM,22.3,3,21.7,4,3.8,4,0.4,5,4.50,좋음
20210709,HS38,동해중부,낙산해수욕장,20210710,PM,22.7,3,22.1,5,5.8,3,0.4,5,4.30,좋음
20210709,HS39,동해남부,영일대해수욕장,20210710,AM,30.0,5,23.5,5,3.5,4,0.1,5,4.70,매우좋음
20210709,HS39,동해남부,영일대해수욕장,20210710,PM,29.5,5,24.4,5,5.1,3,0.1,5,4.40,좋음
20210709,HS40,동해남부,월포해수욕장,20210710,AM,23.9,3,23.4,5,5.0,3,0.2,5,4.30,좋음
20210709,HS40,동해남부,월포해수욕장,20210710,PM,25.4,4,24.1,5,5.2,3,0.2,5,4.35,좋음
20210709,HS41,동해중부,주문진해수욕장,20210710,AM,22.4,3,21.4,4,3.7,4,0.4,5,4.50,좋음
20210709,HS41,동해중부,주문진해수욕장,20210710,PM,22.8,3,22.5,5,4.8,4,0.3,5,4.60,좋음
20210709,HS42,동해남부,고래불해수욕장,20210710,AM,24.1,4,22.3,5,6.6,3,0.2,5,4.35,좋음
20210709,HS42,동해남부,고래불해수욕장,20210710,PM,23.6,3,23.1,5,6.5,3,0.2,5,4.30,좋음
20210709,HS43,동해중부,화진포해수욕장,20210710,AM,22.0,3,22.1,5,3.5,4,0.4,5,4.60,좋음
20210709,HS43,동해중부,화진포해수욕장,20210710,PM,22.1,3,23.6,5,5.6,3,0.5,4,3.75,보통
20210709,HS44,동해남부,관성해수욕장,20210710,AM,28.3,5,19.3,3,6.2,3,0.3,5,4.20,좋음
20210709,HS44,동해남부,관성해수욕장,20210710,PM,28.2,5,20.4,4,6.0,3,0.4,5,4.30,좋음
20210709,HS46,동해중부,삼척해수욕장,20210710,AM,22.6,3,21.7,4,4.3,4,0.4,5,4.50,좋음
20210709,HS46,동해중부,삼척해수욕장,20210710,PM,22.8,3,22.2,5,4.5,4,0.3,5,4.60,좋음
20210709,HS47,동해중부,송지호해수욕장,20210710,AM,22.1,3,22.1,5,3.6,4,0.4,5,4.60,좋음
20210709,HS47,동해중부,송지호해수욕장,20210710,PM,22.4,3,23.0,5,5.5,3,0.5,4,3.75,보통
20210709,HS49,동해남부,칠포해수욕장,20210710,AM,24.6,4,23.2,5,5.5,3,0.3,5,4.35,좋음
20210709,HS49,동해남부,칠포해수욕장,20210710,PM,25.4,4,24.0,5,5.1,3,0.3,5,4.35,좋음
20210709,HS50,동해남부,진하해수욕장,20210710,AM,23.7,3,19.6,3,9.2,2,0.4,5,3.80,보통
20210709,HS50,동해남부,진하해수욕장,20210710,PM,24.2,4,19.0,3,9.2,2,0.4,5,3.85,보통
20210709,HS51,황해남부,변산해수욕장,20210710,AM,23.3,3,24.5,5,3.9,4,0.1,5,4.60,좋음
20210709,HS51,황해남부,변산해수욕장,20210710,PM,23.3,3,25.3,5,4.8,4,0.1,5,4.60,좋음
20210709,HS52,황해남부,선유도해수욕장,20210710,AM,22.4,3,21.8,4,3.8,4,0.1,5,4.50,좋음
20210709,HS52,황해남부,선유도해수욕장,20210710,PM,22.6,3,22.3,5,4.4,4,0.1,5,4.60,좋음
20210709,HS53,황해남부,구시포해수욕장,20210710,AM,23.2,3,25.0,5,5.0,3,0.1,5,4.30,좋음
20210709,HS53,황해남부,구시포해수욕장,20210710,PM,23.0,3,25.4,5,5.9,3,0.1,5,4.30,좋음
20210709,HS1,황해중부,대천해수욕장,20210711,AM,22.0,3,23.6,5,3.0,4,0.3,5,4.60,좋음
20210709,HS1,황해중부,대천해수욕장,20210711,PM,21.9,2,24.5,5,3.6,4,0.3,5,4.55,좋음
20210709,HS2,황해중부,춘장대해수욕장,20210711,AM,22.4,3,24.5,5,3.3,4,0.1,5,4.60,좋음
20210709,HS2,황해중부,춘장대해수욕장,20210711,PM,21.9,2,25.5,5,4.3,4,0.1,5,4.55,좋음
20210709,HS3,황해중부,무창포해수욕장,20210711,AM,22.1,3,24.2,5,3.3,4,0.3,5,4.60,좋음
20210709,HS3,황해중부,무창포해수욕장,20210711,PM,21.8,2,25.2,5,3.5,4,0.3,5,4.55,좋음
20210709,HS4,황해중부,꽃지해수욕장,20210711,AM,25.3,4,21.9,4,2.9,4,0.2,5,4.55,좋음
20210709,HS4,황해중부,꽃지해수욕장,20210711,PM,25.3,4,22.6,5,4.1,4,0.2,5,4.65,좋음
20210709,HS5,황해중부,만리포해수욕장,20210711,AM,25.8,4,19.3,3,3.8,4,0.1,5,4.45,좋음
20210709,HS5,황해중부,만리포해수욕장,20210711,PM,24.8,4,19.5,3,3.9,4,0.1,5,4.45,좋음
20210709,HS6,황해중부,몽산포해수욕장,20210711,AM,20.9,2,23.0,5,2.6,4,0.2,5,4.55,좋음
20210709,HS6,황해중부,몽산포해수욕장,20210711,PM,21.4,2,23.8,5,3.5,4,0.2,5,4.55,좋음
20210709,HS7,황해남부,우전해수욕장,20210711,AM,23.0,3,24.1,5,2.0,4,0.1,5,4.60,좋음
20210709,HS7,황해남부,우전해수욕장,20210711,PM,23.1,3,24.3,5,3.8,4,0.1,5,4.60,좋음
20210709,HS8,황해중부,연포해수욕장,20210711,AM,20.7,2,22.2,5,2.3,4,0.1,5,4.55,좋음
20210709,HS8,황해중부,연포해수욕장,20210711,PM,21.2,2,23.0,5,3.0,4,0.2,5,4.55,좋음
20210709,HS9,황해중부,어은돌해수욕장,20210711,AM,20.6,2,19.3,3,2.5,4,0.2,5,4.35,좋음
20210709,HS9,황해중부,어은돌해수욕장,20210711,PM,20.7,2,19.8,3,2.3,4,0.2,5,4.35,좋음
20210709,HS10,황해중부,신두리해수욕장,20210711,AM,26.0,4,19.6,3,4.3,4,0.1,5,4.45,좋음
20210709,HS10,황해중부,신두리해수욕장,20210711,PM,24.4,4,20.3,4,4.1,4,0.1,5,4.55,좋음
20210709,HS11,황해중부,학암포해수욕장,20210711,AM,20.9,2,20.1,4,3.5,4,0.1,5,4.45,좋음
20210709,HS11,황해중부,학암포해수욕장,20210711,PM,20.7,2,20.2,4,3.1,4,0.1,5,4.45,좋음
20210709,HS12,황해남부,가마미해수욕장,20210711,AM,21.9,2,25.1,5,3.1,4,0.2,5,4.55,좋음
20210709,HS12,황해남부,가마미해수욕장,20210711,PM,22.0,3,25.2,5,4.0,4,0.2,5,4.60,좋음
20210709,HS15,황해남부,가계해수욕장,20210711,AM,24.0,4,21.8,4,5.2,3,0.3,5,4.25,좋음
20210709,HS15,황해남부,가계해수욕장,20210711,PM,24.0,4,23.1,5,4.6,4,0.3,5,4.65,좋음
20210709,HS16,황해중부,을왕리해수욕장,20210711,AM,19.9,1,23.2,5,1.7,5,0.1,5,4.80,매우좋음
20210709,HS16,황해중부,을왕리해수욕장,20210711,PM,20.0,2,24.1,5,2.0,4,0.1,5,4.55,좋음
20210709,HS17,남해서부,만성리해수욕장,20210711,AM,22.9,3,23.3,5,3.7,4,0.2,5,4.60,좋음
20210709,HS17,남해서부,만성리해수욕장,20210711,PM,24.0,4,23.8,5,3.9,4,0.2,5,4.65,좋음
20210709,HS18,남해동부,상주해수욕장,20210711,AM,25.8,4,24.1,5,2.4,4,0.6,4,4.10,좋음
20210709,HS18,남해동부,상주해수욕장,20210711,PM,26.6,4,25.1,5,2.2,4,0.8,4,4.10,좋음
20210709,HS19,남해서부,명사십리해수욕장,20210711,AM,24.0,4,22.8,5,3.3,4,0.1,5,4.65,좋음
20210709,HS19,남해서부,명사십리해수욕장,20210711,PM,24.1,4,23.9,5,2.5,4,0.2,5,4.65,좋음
20210709,HS20,제주도,함덕서우봉해수욕장,20210711,AM,24.8,4,25.5,5,8.6,2,0.1,5,4.05,좋음
